,,,,,
text,Thibaut_HS,Naomie_HS,fortune_HS,yolande_HS,GPT_HS
"Of course tomorrow morning, the Democrat Party will put their heads together and after hours of damage control, they will tell Americans Wasserman-Schultz didn t really mean what she said. What is it about women in the Democrat Party (Hillary) who don t really mean what they say?The Democratic National Committee has released a statement about the shooting of 11 police officers in Dallas tonight. The shooting took place at a Black Lives Matter protest against the deaths of Alton Sterling and Philando Castile at the hands of police this week. In a press conference, the chief of the police department clearly said that there is no known link between the snipers and the protesters.Chairwoman Debbie Wasserman Shultz didn t get that memo. The statement from the DNC looks like this:Pay attention to that penultimate paragraph. The last line, in particular, is noteworthy. And while most protesters have made their voices heard peacefully, tonight s shooting of officers in Dallas is unacceptable and a reminder that the time to address these tensions and find common ground is long overdue. What are you implying here, DWS?Image via: TwitterVia: Mediate",2 (Disrespect),1 (Mild),0 (Neutral),1 (Mild),2
"WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really) Posted at 3:21 pm on October 29, 2016 by Doug P. 
As emails released by WikiLeaks have revealed, Hillary Clinton adviser and Center for American Progress President Neera Tanden has demonstrated brutal honesty when it comes to the Clintons’ dealings, and a new email released today is no different: Neera Tanden knows (and she spells like Trump!): ""Sometimes HRC/WJC have the worst judgement"" https://t.co/hRSAhG2eua pic.twitter.com/cTs0oGSb4m",1 (Mild),1 (Mild),1 (Mild),1 (Mild),1
"Like Megyn Kelly, who lost her supporters when she became obsessed with destroying Donald Trump, it s time for Shepard Smith to go. Let s face it, he would be much better suited for the small audiences of liberal viewers on CNN or MNSBC.It s time to go Shep and today s rant is a perfect example of why:Clip: @ShepNewsTeam sticks up for CNN's Jim @Acosta   & went further  pic.twitter.com/iITXqAzXXF  johnny dollar (@johnnydollar01) February 16, 2017Remember the time Shepard Smith cut off his guest s mic when they attempted to tie Black Lives Matter to the kidnapping and torture of the young special needs white man by 4 young black thugs?It s not the first time Hillary supporter Shepard Smith went off on an anti-Trump tangent. Watch him go off on Trump here and tell him what he needs to do to win the election. Great advice Shep. I guess it s pretty clear Trump didn t need your advice. LOL!https://www.youtube.com/watch?v=gcaoVuTvvoE",1 (Mild),1 (Mild),1 (Mild),1 (Mild),2
"The EU has opened the floodgates to Muslims from the Middle East and Africa who have no interest in assimilating. Did anyone really believe they would be able to maintain their history and their culture? Remember when people dreamed about going on a European vacation?Austrians fear parts of Vienna are becoming no-go areas after a father was attacked by a  Sharia patrol  when he told them to stop threatening his wife and daughter for not being correctly dressed.As various factions of migrants stake claims to territory in the city, it has been reported that the self-styled Sharia patrols have been visiting clubs and bars in the Millennium City area to make sure Chechen women were properly dressed and acting appropriately.However, when one Austrian man tried to step in to stop the patrol from hassling his Chechen wife and daughter, he ended up being hospitalised.It came as violence escalated across Vienna at the weekend, with more than 50 young men from the Afghan and Chechen communities clashing in the city centre.The gang had attacked each other with planks of wood, iron bars and knives. Two of those injured are in intensive care and their condition is described as critical.Police say that the row   which involved around 40 people from Afghanistan attacking 10 from Chechnya   had centred around a social media row on Facebook.Six of the alleged asylum seekers from Afghanistan have been arrested. The rest have escaped.Local couple Thomas and Manuela Sonntagfruh, standing on the bloodstained ground after the carnage at the weekend, said:  It is quite common that young people might argue, but something like this just isn t normal. The latest incident follows on from mass punch-ups not only in other parts of Vienna, but also in the cities of Linz, Graz, Sankt Polten and in Salzburg. Via: Daily Mail ",2 (Disrespect),2 (Disrespect),3 (Hostile),3 (Hostile),4
"Several team owners said they would come down hard on any drivers who did not stand during the national anthem. That included NASCAR legend Richard Petty, owner of Richard Petty Motorsports. Anybody that don t stand up for the anthem oughta be out of the country, period,  Petty said (via the Associated Press).  What got  em where they re at? The United States. When Petty was asked if his drivers would be fired if they protest during the anthem as Trump called for, Petty emphatically said,  You re right. Richard Petty Motorsports currently employs Bubba Wallace, who recently became the first black driver in a NASCAR race in over a decade.Richard Childress, owner of Richard Childress Racing, also said he would not tolerate any drivers who do not stand during the anthem. It ll get you a ride on a Greyhound bus,  Childress said.  Anybody that works for me should respect the country we live in. So many people gave their lives for it. This is America. All drivers reportedly stood during the anthem prior to Sunday s race in New Hampshire.For entire story: Business Insider ",1 (Mild),1 (Mild),1 (Mild),1 (Mild),2
"WASHINGTON (Reuters) - Leandra English, who is in a legal battle with the Trump administration over who is acting director of the Consumer Financial Protection Bureau, will spent Tuesday working in the office, she said in a statement. “I plan on spending the day at CFPB headquarters taking calls and meetings with external stakeholders and bureau staff,” she said in a statement. ",2 (Disrespect),0 (Neutral),0 (Neutral),0 (Neutral),0
"WASHINGTON (Reuters) - President Barack Obama on Friday will deliver a statement “on the economy and new steps to strengthen financial transparency and combat money laundering, corruption, and tax evasion,” the White House said. Obama is scheduled to make the remarks at 12:05 EDT (1605 GMT) at the White House, it said in a statement. ",1 (Mild),0 (Neutral),0 (Neutral),0 (Neutral),0
Nice try BUT WE RE NOT BUYIN  IT!,1 (Mild),0 (Neutral),0 (Neutral),0 (Neutral),1
"Posted: Nov 9th, 2016 by Guest Click for more article by Guest .. More Stories about: Ticker",0 (Neutral),0 (Neutral),0 (Neutral),0 (Neutral),0
"

October 31st, 2016 - Fort Russ News - 
RT -  by  Inessa Sinchougova 



Clinton's circus continues its tour. Joaquin Flores is the Editor in Chief here on Fort Russ. 



     Follow us on Facebook!                                                                                                      
       Follow us on Twitter!                                
             Donate! ",2 (Disrespect),0 (Neutral),0 (Neutral),1 (Mild),1
"It s hard to tell if the men assaulting this female reporter are  refugees  or Germans. One thing is clear however, there is now an attitude permeating Germany that it s okay to openly commit sexual assault on women. Hmmm .isn t there a culture in the Middle East that has the same mindset? This is a perfect example of the Left putting an ideology before the most vulnerable in their society. To hell with protecting their women and children, welcoming Muslim males, who have no intention of assimilating with Europeans, appears to be the primary concern of progressives in the failed EU expiriment. The sex attack on the Belgian TV journalist Esmeralda Labye (42): she was attacked by two men while the camera was running on a live broadcast for the channel RTBF. The incident occurred around 1.30 am in the Old Market. The perpetrators are still at large.On the evening Labye spoke in a television broadcast about the events in Cologne:  At first it was only fooling around behind me. Then a hand landed on my breast. I was shocked. https://youtu.be/DYQB81Bpd9MLive from the carnival in Cologne, the presenter on the national broadcaster, Esmeralda Labye, was explaining that  things are going relatively well , while passers-by were making obscene gestures and whispering in her ear.Reminder: The final carnival festivities in Cologne, one of the most popular events in Germany, began last Thursday, surrounded by a heavy security after violence that took place at New Year . A total of 2,500 police officers were deployed, three times more than last year .The New Year s night was marred by violence , including sexual abuse , attributed to North African asylum seekers or immigrants.Via: DH.be ",3 (Hostile),3 (Hostile),3 (Hostile),2 (Disrespect),4
"Republican lawmakers come up with the most ridiculous things to push their agendas. Take women s reproductive rights. They have all manner of reasons for why abortion should be illegal; from the misogynistic, religious and moral reasons all the way over to the misogynistic and outright bizarre ones. A lawmaker in Wisconsin just tossed himself into the  misogynistic and outright bizarre  corner with the most ridiculous and offensive idea out there: Labor force shortages are tied to population declines. Labor force shortages are a limiting factor in economic growth. And limited economic growth poses a problem when government tries to pay for public services and infrastructure. In spite of this Mr. Speaker, ironically, the Democrats continue their effort to support the abortion industry. Yes, he really did essentially say that women should be forced to give birth, even to children they can t care for, to ensure a strong labor force and thus, a stronger economy.Holy hell, this is right up there with the guy from Oklahoma who said that hormonal contraception litters women s uteruses with tiny, dead babies. How do people come up with this bullshit? And they manage to make it sound completely reasonable when they do it. Watch this guy try to sound all reasonable about it below:WOW. WI Rep. Scott Allen thinks women should be forced to procreate for the sake of the labor market.Women are PEOPLE, not incubators. ? pic.twitter.com/I189JGSoqp  NARAL (@NARAL) November 3, 2017Featured image via video screen capture",2 (Disrespect),4 (Hateful),3 (Hostile),1 (Mild),2
"Print 
Islam and sex slavery are like peanut butter and jelly - you always find the one next to the other. Muslims kidnapping vulnerable white girls in the UK and forcing them to be sex slaves has reached an epidemic level, according to a recent report from the UK Charity Barnados. They say that Muslims are setting up fake businesses, primarily car washes, when, in reality, they are brothels and transit houses for these kidnapped girls: 
Barnardo’s claims girls are being ferried from one unit to another as sex slaves for Kurds[s]. 
It suggests white British girls on the run from the care system in Hartlepool, Stockton-on-Tees and Middlesbrough are being targeted. 
The report said: “There were connections between people that work in car washes and the sexual exploitation of children on Teesside. 
… 
Officers on the immigration-led operation found beds at one. It was suggested staff were living on the premises. 
Cleveland Police said: “It was not confirmed that child sexual exploitation had taken place although enquiries were conducted.” ( source ) 
This is a sad and sickening picture of what the UK has become. Once one of the safest places in the West, it has allowed itself to become little more than a third-world cesspool, where its own women are being sold like slaves in the Muslim bazaars of old, and the government refuses to do its job to stop it, instead allowing it to continue and trying to stop those who want to put a stop to it. 
  Shoebat.com 
*Article by Andrew Bieszad",3 (Hostile),4 (Hateful),2 (Disrespect),0 (Neutral),4
"FORT LEE, Va. (Reuters) - President Barack Obama on Wednesday called the Senate’s vote to override his veto of legislation allowing relatives of the victims of the Sept. 11, 2001, attacks to sue Saudi Arabia’s government a mistake. “If we eliminate this notion of sovereign immunity, then our men and women in uniform around the world could potentially start seeing ourselves subject to reciprocal loss,” Obama said during a town hall meeting-style interview on CNN, referring to potential lawsuits. “It’s a dangerous precedent,” he said. ",1 (Mild),0 (Neutral),0 (Neutral),1 (Mild),0
"Antifa member, Paul  Luke  Kuhn who was busted by Project Veritas undercover journalists plotting Butyric acid attacks to disrupt Trump s inauguration party and subsequently arrested was spotted today at a DC protest today.Was he violating his probation orders following his arrest?Rebel Media s Jack Posobiec was live on the scene in D.C. reporting at a protest when he was assaulted by Antifa. The Antifa supporter who physically assaulted Posobiec was immediately arrested. After reviewing the footage, Antifa member, Luke Kuhn was immediately recognized. (A face that creepy is impossible to forget).VIDEO footage of assault where you can see Luke Kuhn clearly.Note the woman who is pretending to be a  reporter  with a notebook in her hand who tells the police officer,  nothing happened  when he rushes across the street after clearly seeing what just happened. Another friend of the violent leftist who sucker punched Jack Posobiec tells the police officer,  It was self-defense. Lying, violent liberals wearing their little sister s bike helmets and masks. God help us if we ever need these  men  to actually defend our nation Jack Posobiec Assaulted by Antifa Terrorist pic.twitter.com/L2UvnJ2pKq  Jack Posobiec   (@JackPosobiec) April 23, 2017Here s a Twitter user telling the  reporter  Lacy MacAuley to  lawyer up  after she lied to the police officer telling him,  nothing happened  after Posobiec got sucker-punched on camera:This is the video of you yelling, ""Nothing happened."" You were an accessory. I'd lawyer up pronto if I was you. https://t.co/mcY9sisqPC  Covfefing Michaela (@MichaelaAleach1) April 23, 2017Here is her arrogant response. Clearly she s living in the past  (when Obama still reigned supreme, and when criminals had the upper hand over law enforcement). You re living in Trump s world now Lacy. You may want to lawyer up.Yes I am absolutely proud of this. Thanks for reposting this video. Because, guess what? Nothing illegal happened. No one was punched. https://t.co/XSEXFK7VmO  Lacy MacAuley (@lacymacauley) April 23, 2017This is the video of you yelling, ""Nothing happened."" You were an accessory. I'd lawyer up pronto if I was you. https://t.co/mcY9sisqPC  Covfefing Michaela (@MichaelaAleach1) April 23, 2017Let s hope this loser who threatened an acid attack on Trump supporters joins his little lying friends behind bars: https://twitter.com/Stello_Official/status/856254436641042432Jack Posobiec Assaulted by Antifa Terrorist pic.twitter.com/L2UvnJ2pKq  Jack Posobiec   (@JackPosobiec) April 23, 2017h/t Gateway Pundit",0 (Neutral),3 (Hostile),3 (Hostile),1 (Mild),4
"Liberal California Governor Jerry Brown just signed the Motor Voter Act allowing non-citizens to be registered to vote. Is this coming to your state soon?Non-Citizens Will Now Vote In At Least One StateGovernor Jerry Brown just sold out the American vote in California. He signed a new version of the Motor Voter Act that will register every eligible California citizen who acquires a driver s license or renews a license at the Department of Motor Vehicles to vote.This is after he made all illegal aliens eligible for diver s licenses. Eleven states allow illegal aliens to get driver s licenses.In California, state officials  specifically chose not to make noncitizen license holders searchable in their DMV database,  said True the Vote spokesman Logan Churchwell, who called the newly signed bill  unprecedented. The measure, Assembly Bill 1461,  will effectively change the form of governance in California from a Republic whose elected officials are determined by United States citizens and will guarantee that noncitizens will participate in all California elections going forward,  Election Integrity Project of California President Linda Paine said in a statement.It appears to be unconstitutional.This is what conservatives were afraid of and this is just one more example of a conspiracy theory come true. It will undoubtedly ramp up voter fraud in California.California s Secretary of State feels differently In a free society, the right to vote is fundamental,  said Secretary of State Alex Padilla.  The New Motor Voter Act will make our democracy stronger by removing a key barrier to voting for millions of California citizens. Via: Independent Sentinal",0 (Neutral),2 (Disrespect),2 (Disrespect),1 (Mild),3
"A federal lawsuit filed against officials at Dietrich High School, located in Dietrich, Idaho, claims that coaches and other staff at the school contributed to an environment of racist bullying, which culminated in the vicious rape of a Black teen by three white students.As KBOI reports here, 17-year-old Tanner Ward and 18-year-old John Howard, along with a third student who was not named, are facing felony sexual assault charges, after authorities say they carried out a vicious sexual assault on a disabled student.The three white students used a coat hanger to rape their Black classmate in the school locker room, last October.According to New York Daily News:A witness testified that Ward initiated the heartless attack and that Howard was the one who kicked the coat hanger five or six times while it was jammed inside the boy s rectum, causing painful injuries that required hospital treatment.The victim, who testified for the first time about the rape last month, told the court that he remembers the three students laughing throughout the brutal assault.According to the suit, coaches and other school officials created an atmosphere in which racist bullying of the mentally disabled teen was not only tolerated but encouraged.The suit alleges that football coaches urged other students, including Howard, to beat-up on the teen, claiming that it would  toughen him up. KBOI reports that the victim was made to wear boxing gloves, while Howard was encouraged to fight him bare-handed.During the incident, other students and coaches surrounded the Black teen, shouting racial slurs at him. The  nighttime fight,  as it was referred to by coaches and students, ended when the disabled teen was knocked unconscious by Howard.This is just one of many instances of racist bullying described in the suit, which states that the victim  was taunted and called racist names by other members of the team which names include  Kool-Aid   chicken eater   watermelon  and n r,  over the course of several months.According to New York Daily News:Howard, who is portrayed in court documents as the ringleader in the merciless harassment, is accused of forcing the black boy to sing a Ku Klux Klan song he learned in Texas, called  Notorious KKK.  Howard also encouraged other football players to join in on the vicious bullying, the suit alleges.The suit, which seeks $10 million in damages, alleges that coaches and school officials knew what was happening, but failed in their duty to protect the disabled student.As KTVB reports in the video below, since filing the suit the victim s family has experienced harassment from some local residents. The school was placed on lockdown on Wednesday, after news of the story broke nationally.Here s more on the story from KTVB.Image credit: video screen capture KTVB",0 (Neutral),4 (Hateful),4 (Hateful),,4
It sure came in handy when Clinton had a major medical emergency on 9/11 at the memorial in NYC:,1 (Mild),0 (Neutral),0 (Neutral),0 (Neutral),1
Sube a la azotea para suicidarse y aprovecha para tender la ropa TAMBIÉN HA BARRIDO EL SUELO Este sitio web utiliza cookies para analizar cómo es utilizado el sitio. Las cookies no te pueden identificar. Si continuas navegando supone la aceptación de la Política de Cookies. Estoy de acuerdo. Más info.,2 (Disrespect),1 (Mild),1 (Mild),1 (Mild),4
"  Recipient Email => 
While the idiot presstitutes and their brainwashed victims hyper-ventilate about Trump’s lewd talk about women, one consequence of the ignored nuclear arms race restarted by the neoconservatives, who have been in charge of US foreign policy in the 21st century, is the Russian Satan 2, which is reported to be capable of destroying the entirety of a land mass the size of Texas or France with one hit. 
The neoconservative foreign policy that has produced this result is obviously a total failure and endangers all life on earth. Hillary Clinton is a representative of this disastrous foreign policy. If Americans and Europeans cannot put into office people who can get along with Russia, there is no future for anyone. Trump is the only one who says he sees no point in conflict with Russia. This is what is important, not lewd talk about women. 
Hillary’s lewd talk about Putin –“the new Hitler”–will get us all killed.",2 (Disrespect),4 (Hateful),3 (Hostile),3 (Hostile),3
Deep State Is Trying to Take Down a President   It Needs to Stop   Dennis Kucinich goes there and tells Sean Hannity that the deep state is trying to destroy America as we know it. This man is a Democrat who is brave enough to speak out!  You have a politicization of the agencies. That is resulting in leaks from anonymous unknown people and the intention is to take down a president.This is very dangerous to America.It is a threat to our republic. It constitutes a clear and present danger to our way of life.What is the motive of these people? Who s putting these leaks out? Why isn t somebody coming forward to make that charge and put their name and their reputation behind it instead of attacking through the media and not substantiating their position?,0 (Neutral),1 (Mild),1 (Mild),1 (Mild),2
Sheryl Attkisson is a fantastic journalist who s always been one to stand up for the truth. She describes an event where a DC Bureau Chief told his fellow journalists to take down Trump the guess of who this could be is Carl Bernstein,1 (Mild),0 (Neutral),2 (Disrespect),0 (Neutral),0
TRUMP SAYS THE BORDER PATROL IS  PETRIFIED :,1 (Mild),0 (Neutral),1 (Mild),0 (Neutral),1
By Jay Syrmopoulos Russia lost an election to the UN Human Rights Council (UNHRC) for the first time since the council’s inception in 2006 –...,0 (Neutral),0 (Neutral),0 (Neutral),0 (Neutral),0
"Wow! They re really coming out of the woodwork now! Peeping at little girls is sick and so twisted but it s obvious this guy has a past he s a REGISTERED SEX OFFENDER! Is this what OBAMA and the nutty liberals want? Keep you children close and go into the bathroom with them you don t know who you ll find in there these days. After questioning a man seen peeping at little girls in the women s bathroom of a community park, California police discovered he was already a registered sex offender.Police in Placerville, Calif., arrested Kenneth Tincher, 62, for harassing little girls in a bathroom of the city s Rotary Park. The girls were at the park on a field trip for school, police reported. Witnesses told police that for much of the time Tincher was hovering outside the bathroom and leering at the little girls, but at one point even went inside the bathroom with some of the girls.The suspect fled the park before police arrived, but he was was later arrested at another city park. He was wearing only a pair of pants, found living out of his truck, and told police he is a transient from Sacramento.Once they identified the suspect, police learned he was already a registered sex offender. Placerville authorities reported that Tincher was registered as a sex offender in Sacramento only two weeks prior to this latest incident.Read more: Breitbart",1 (Mild),1 (Mild),3 (Hostile),1 (Mild),2
"If ISIS is such a mortal threat to the United States, why has US military action in Iraq and Syria been proceeding at such a leisurely pace? Is it possible that ISIS and al-Qaeda in Syria are being used — or even supported — by the US and its allies as a “regime change” weapon against Syria’s Assad government? The US pursued this policy before, when it used Saudi-trained radicals to fight a Soviet-backed government in Afghanistan. Those radicals became al-Qaeda…

Reprinted from The Ron Paul Institute for Peace & Prosperity . 
",3 (Hostile),1 (Mild),1 (Mild),3 (Hostile),1
"BEIRUT (Reuters) - The Syrian government on Wednesday condemned U.S. President Donald Trump s decision to recognize the city of Jerusalem as the capital of Israel and to move the U.S. Embassy there from Tel Aviv, Syrian state news agency SANA said.   (The move) is the culmination of the crime of usurping Palestine and displacing the Palestinian people,  SANA said, quoting a Foreign Ministry source.  ",2 (Disrespect),1 (Mild),2 (Disrespect),1 (Mild),1
"Email 
With protests erupting across the country this week and emotions running high, American companies are trying to make sense of how to react to a Trump presidential election win. But one major company has clearly made up its mind and just came down squarely in the anti-Trump camp in a big way: Donald Trump will be added to Disney’s Hall Of Presidents, but his animatronic figure will be able to feel pain. 
Wow. Disney just showed that it does not pull punches when it comes to what the company believes in. Check out the press release they put out this morning: 
“Disney prides itself on promoting inclusivity, empathy, and non-violence, which are values that Mr. Trump’s presidency threatens. That’s why when we eventually add him to our Hall Of Presidents exhibit in Disney World’s Magic Kingdom, his mechanical replica will bear the capacity to suffer horribly, and without limit. Being a company that caters to diverse families, we felt it was a moral responsibility to have Mr. Trump’s robotic counterpart be receptive to extreme thirst and burning sensations, while also being wired with the knowledge that it can never receive the sweet mercy of death. This is the best way for us to uphold the Hall Of Presidents tradition while also voicing our vigorous objection to the Trump administration.” 
Given that Disney’s software makes the animatronic believe its bones are shattering each time it moves or speaks, this company clearly wants people to know it’s not onboard the Trump train. 
Park visitors who feel similarly opposed to Trump’s presidency can rest assured that his Hall Of Presidents double will be designed to experience anxiety, so it’s always aware that more pain is coming. Although the machine will understand what joy is, its programming will never allow it to feel that. 
And Disney’s not letting Trump off the hook there. The replicas for Abraham Lincoln and George Washington will even be reprogrammed to slap, scratch, and pry the fingernails off the animatronic Trump, which will respond to such painful stimuli by gasping, crying, screaming, vomiting, or a mix of all of these. 
If that doesn’t send a powerful statement about where Disney stands politically, we don’t know what does. 
It’s safe to say we won’t see the Trumps vacationing there anytime soon. Don’t share Disney’s disdain for a Trump presidency? You may be better off heading to Space Mountain instead of the Hall Of Presidents, because Disney has officially drawn the battle line right there. ",1 (Mild),4 (Hateful),4 (Hateful),0 (Neutral),4
"RT : 
For the first time since its inception in 2006, Russia has lost an election to the UN Human Rights Council (UNHRC) after being narrowly beaten by Croatia in a vote. Saudi Arabia was successfully re-elected, despite criticism from human rights organizations. 
The 47 places on the council are distributed on a regional basis, with staggered ballots seeing a third of the body re-elected each year. Russia had finished its three-year term and was running against Hungary and Croatia for the two available seats from Eastern Europe. 
With Hungary far ahead, Croatia received the votes of 114 of the 193 member countries, and Russia was selected on 112 ballots. 
“We’ve been in the UNHRC for several years, and I am sure next time we will stand and get back in,” said Russia’s UN envoy Vitaly Churkin. Russia is eligible to run next year, against a new set of countries. 
Saudi Arabia sailed through the Asian ballot with 152 votes, and will represent the region on the UNHRC alongside China, Japan and Iraq for the next three years. 
South Africa, Rwanda, Egypt and Tunisia were chosen from the African group, Cuba and Brazil from Latin America and the Caribbean, and the US and the UK will represent the Western bloc, which comprises Western Europe and North America. 
Russia is a normal Western country. 
Saudi Arabia tortures and stones people to death for minor crimes. 
Saudi Arabia has floggings for bloggings. 
They are allowed to marry little girls and have sex with them when they’re nine. 
They have public beheadings with swords. 
They have a special machine to mutilate the hands of people caught reading the Bible. 
They have a special machine for hanging homosexuals. 
Okay, that one I basically agree with, but I don’t agree with brutally torturing them first, which they also do. 
To have a “human rights council” and include Saudi Arabia is like some kind of sick joke. 
And okay, I get that Russia wasn’t running directly against Saudi Arabia. But the whole thing is totally politicized in the first place. This is all manipulated based on favorite-picking. 
And Saudi Arabia was running against a whole bunch of other countries which don’t do what they do – they are included in Asia . 
There are a whole bunch of other countries which don’t do what Saudi Arabia does that could have been included on this list. In fact, no other country in the world does what Saudi Arabia does, including other Moslem countries, besides the Emeritae (also on the council) and Qatar. 
This could have been to Lebanon, Iran, Syria, Uzbekistan, Kazakhstan – or any yellow Asian country. 
The UN is a friggin joke.",0 (Neutral),3 (Hostile),3 (Hostile),1 (Mild),4
"Here s Pence getting booed as he gets to his seats at Hamilton pic.twitter.com/IRQG68x1sB  David K (@dkipke12) November 19, 2016Yes #MikePence was at @HamiltonMusical here s what we had to say pic.twitter.com/YIjt7JZ3gF  G R E G O R Y (@ghaney22) November 19, 2016",1 (Mild),1 (Mild),1 (Mild),1 (Mild),1
"Jim Comey gets a 10 year tenure as FBI director so Obama can t touch him. He s a 6  8  dynamo who s single-handedly trying to be the voice of truth in a sea of liars and crooks. Judge Jeanine tells Obama in her Opening Statement last night to,  Let him do his job!  ",2 (Disrespect),1 (Mild),1 (Mild),0 (Neutral),1
"KHOBAR, Saudi Arabia (Reuters) - Saudi Arabia has appointed Nabeel al-Amudi, the head of the Saudi Ports Authority as transport minister, state TV reported on Wednesday, citing a royal decree. Amudi replaces Sulaiman al-Hamdan, who has been named as  the minister for civil service. Prior to being the president of the Saudi Ports Authority, Amudi held various posts at state oil giant Saudi Aramco. ",1 (Mild),0 (Neutral),1 (Mild),0 (Neutral),0
This is scary this guy was our Secretary of State! Yikes! His tongue!,2 (Disrespect),2 (Disrespect),1 (Mild),1 (Mild),1
"A NBC affiliate in Chattanooga, Tennessee inadvertently published what appear to be election night results. The results are published in the typical format used by mainstream news networks and... ",2 (Disrespect),0 (Neutral),1 (Mild),0 (Neutral),0
"Low blow! Political hack Angela Rye refused to say that President Trump is the president of the United States during a CNN interview this morning. This bitter woman is truly childish. This is the same former exec director of the CBC who said Trump gained success off the backs of  poor people  (SEE VIDEO BELOW).Arguing with former Rep. Jack Kingston (R-GA), Rye said,  There are a lot of things that your president has done to defy logic. Your president, too, Angela. Your president too,  Kingston responded with a smile. He s YOUR president,  Rye shot back. The president of the United States,  CNN host John Berman said as he concluded the segment, seemingly agreeing with Kingston.The tone from liberals on Trump s legitimacy differs greatly from the president s own attitude toward former President Obama. Speaking at CPAC in 2011, Trump told the anti-Obama crowd that  He is our president. THIS IS THE SAME WOMAN WHO SAID REPARATIONS AREN T UNAMERICAN: Angela Rye, former executive director of the Congressional Black Caucus, is one angry woman! She spews racist talking points like crazy without much rebuke from Carl Higbie. Rye makes a claim that Trump achieved his success off of the backs of  poor people : The very people who you re talking about who you think are looking for free gifts and handouts are people who have been disenfranchised since they got off the slave ship in this country.    Angela RyeCNN NEEDS TO DITCH THIS ANGRY WOMAN FOR SOMEONE WHO CAN MAKE VALID POINTS: ",2 (Disrespect),2 (Disrespect),2 (Disrespect),1 (Mild),3
You won t want to miss this,0 (Neutral),0 (Neutral),0 (Neutral),0 (Neutral),0
How to make your home feel welcoming It’s the little touches that can give your home some warmth and character.,0 (Neutral),0 (Neutral),0 (Neutral),0 (Neutral),0
"The Diversity Visa Lottery began with a leftist desire to for more  diversity  in America Senator Chuck Schumer owns this ridiculous program that allows 50,000 people from all over the globe to obtain a visa to come to the U.S. The problem as with so many other well-meaning government programs is that it s full of fraud and is in addition to the thousands upon thousands of other refugees we already bring in every year! The latest example of fraud in this program comes out of the Somali Muslim state of Minnesota Yes, Minnesota is  overrun with Somali Muslims Four of those Muslims are going back to Somalia because of their fraud:Ahmed Mohamed Warsame aka Jama Solob Kayre, 54, a native of Somalia, using the fictitious identity of Jama Solob Kayre, applied for and received a beneficiary diversity visa as the fictitious spouse of Fosia Abdi Adan, the principal diversity visa immigrant of the fictitious family. Warsame unlawfully obtained his visa as the spouse of a diversity visa immigrant from the U.S. Embassy in Sanaa, Yemen, under the DV Program on Jan. 10, 2001. Warsame arrived and was admitted to the United States on May 30, 2001, on his diversity immigrant visa as a permanent resident.Throughout the diversity visa application process, Warsame fraudulently claimed that he was married to Adan and that he and Adan had three children together. Such children included Mohamed Jama Solob, the fictitious identity used by Mustaf Abdi Adan, and Mobarak Jama Solob, the fictitious identity used by Faysal Jama Mire. Adan and Warsame, who used the fictitious identity of Jama Solob Kayre, obtained a divorce in Minnesota for their fictitious marriage after Warsame was admitted as a permanent resident. Warsame continued to fraudulently represent his previous fictitious marriage and fraudulently represent his fictitious parentage of Mohamed Jama Solob and Mobarak Jama Solob, throughout the naturalization process. Warsame, using the fictitious name of Jama Solob Kayre, naturalized on Sept. 13, 2006. During his naturalization, he changed his name to Ahmed Mohamed Warsame. Warsame has been residing in St. Cloud, MinnesotaTHE FUNNY THING IS WE RE SUPPOSED TO TRUST THESE PEOPLE TO TELL THE TRUTH?Attorney General Jeff Sessions said the country s current immigration system is  easily abused by fraudsters and nefarious actors. Chain migration,  which gives priority for entrance to immigrants with family members,  only multiplies the consequences of this abuse,  Sessions said.SHUT THIS PROGRAM DOWN!",2 (Disrespect),3 (Hostile),2 (Disrespect),0 (Neutral),4
"People are offended by just about everything so it s really no surprise that people in Muncie, Indiana would be offended by a billboard that reads: Hate cops? The next time you need help call a crackhead. It gets the point across! A billboard in Indiana has caused some controversy in the wake of the high-profile police killings and officer-involved shooting deaths of African-American men.The electronic billboard in Muncie caught the eyes of plenty of people around the town Saturday and one person described it as  vulgar  and  discriminatory.  It read  Hate cops? The next time you need help call a crackhead. Megan Thomas told The Star Press on Sunday that she noticed the sign while walking with her niece. She said she was offended by the message, which she alleged was  vulgar, discriminatory to many different classes of people in our city.  She said it also seemed to have been up ahead of a police brutality protest. I was very ashamed that something so dividing was present in Muncie,  she added. Via: Law Officer",2 (Disrespect),1 (Mild),3 (Hostile),1 (Mild),2
"If you didn t see the interview between Megyn Kelly and the DNC Chair last night, trust me, it s a chance to watch Wasserman Schultz squirm. ",2 (Disrespect),1 (Mild),2 (Disrespect),0 (Neutral),1
"Trey Gowdy rips into the Clinton case of using a private e-mail  for convenience When you are habitual, serial liar in this facet of life it tends to make people not believe you in other facets of life  ",2 (Disrespect),2 (Disrespect),2 (Disrespect),1 (Mild),2
